Subsystem;Name;VID;DataType;VariableType;Unit;Description;HOST Changeable
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1161 PP2-BAYC-CLM-VB-A2 EP3184-0002;AnalogInputChannel4 InputType;9001900;I8;EquipmentConstant;;Input Type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1161 PP2-BAYC-CLM-VB-A2 EP3184-0002;AnalogInputChannel4 Offset;9001901;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1161 PP2-BAYC-CLM-VB-A2 EP3184-0002;AnalogInputChannel4 SpecialFunction;9001902;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1161 PP2-BAYC-CLM-VB-A2 EP3184-0002;ModuleAssignment;9001903;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 DataUnit;9001904;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 DetectionMode;9001905;I8;EquipmentConstant;;Detection Mode;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 Gain;9001906;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 Offset;9001907;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 OutputMode;9001908;I8;EquipmentConstant;;OUT1: L-on / OUT2: L-onOUT1: D-on / OUT2: L-onOUT1: L-on / OUT2: D-onOUT1: D-on / OUT2: D-on;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 PowerMode;9001909;I8;EquipmentConstant;;0: HIGH SPEED (Response Time 50µs)1: FINE (Response Time 250µs)2: TURBO (Response Time 500µs)3: SUPER (Response Time 1ms)4: ULTRA (Response Time 4ms)5: MEGA (Response Time 16ms);False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 ReverseDisplay;9001910;Boolean;EquipmentConstant;;Reverse Display;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 Setpoint;9001911;I8;EquipmentConstant;;Setpoint;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel1 SpecialFunction;9001912;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 DataUnit;9001976;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 DetectionMode;9001977;I8;EquipmentConstant;;Detection Mode;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 Gain;9001978;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 Offset;9001979;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 OutputMode;9001980;I8;EquipmentConstant;;OUT1: L-on / OUT2: L-onOUT1: D-on / OUT2: L-onOUT1: L-on / OUT2: D-onOUT1: D-on / OUT2: D-on;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 PowerMode;9001981;I8;EquipmentConstant;;0: HIGH SPEED (Response Time 50µs)1: FINE (Response Time 250µs)2: TURBO (Response Time 500µs)3: SUPER (Response Time 1ms)4: ULTRA (Response Time 4ms)5: MEGA (Response Time 16ms);False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 ReverseDisplay;9001982;Boolean;EquipmentConstant;;Reverse Display;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 Setpoint;9001983;I8;EquipmentConstant;;Setpoint;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel2 SpecialFunction;9001984;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 DataUnit;9001985;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 DetectionMode;9001986;I8;EquipmentConstant;;Detection Mode;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 Gain;9001987;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 Offset;9001988;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 OutputMode;9001989;I8;EquipmentConstant;;OUT1: L-on / OUT2: L-onOUT1: D-on / OUT2: L-onOUT1: L-on / OUT2: D-onOUT1: D-on / OUT2: D-on;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 PowerMode;9001990;I8;EquipmentConstant;;0: HIGH SPEED (Response Time 50µs)1: FINE (Response Time 250µs)2: TURBO (Response Time 500µs)3: SUPER (Response Time 1ms)4: ULTRA (Response Time 4ms)5: MEGA (Response Time 16ms);False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 ReverseDisplay;9001991;Boolean;EquipmentConstant;;Reverse Display;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 Setpoint;9001992;I8;EquipmentConstant;;Setpoint;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;AnalogInputChannel3 SpecialFunction;9001993;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1162 PP2-BAYD-EAM-BU-A1 NU-EC1;ModuleAssignment;9002048;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1163 PP2-BAYD-EAM-CA-A1 EK1100;ModuleAssignment;9002049;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D1 CPV10-GE-PT-8;ModuleAssignment;9002050;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D2 CPV10-GE-PT-8;ModuleAssignment;9002051;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogInputChannel1 DataUnit;9002052;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogInputChannel1 Gain;9002053;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogInputChannel1 Offset;9002054;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogInputChannel1 SpecialFunction;9002055;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogOutputChannel1 DataUnit;9002056;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogOutputChannel1 Gain;9002057;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogOutputChannel1 Offset;9002058;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;AnalogOutputChannel1 SpecialFunction;9002059;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;ControllerSetting;9002060;I8;EquipmentConstant;;Controller setting;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;Filter;9002061;I8;EquipmentConstant;;Filter setting;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224.D3 VPPM-6L-L-1-G18-0L2H-LK-S1;ModuleAssignment;9002062;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1164 PP2-BAYD-EAM-CA-A2 EL6224;ModuleAssignment;9002063;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1165 PP2-BAYD-EAM-CA-A5 EL1809;ModuleAssignment;9002064;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1166 PP2-BAYD-EAM-CA-A6 EL2808;ModuleAssignment;9002065;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel1 DataUnit;9002066;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel1 Gain;9002067;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel1 Offset;9002068;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel1 SpecialFunction;9002069;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel2 DataUnit;9002070;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel2 Gain;9002071;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel2 Offset;9002072;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel2 SpecialFunction;9002073;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel3 DataUnit;9002074;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel3 Gain;9002075;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel3 Offset;9002076;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel3 SpecialFunction;9002077;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel4 DataUnit;9002078;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel4 Gain;9002079;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel4 Offset;9002080;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel4 SpecialFunction;9002081;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel5 DataUnit;9002082;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel5 Gain;9002083;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel5 Offset;9002084;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel5 SpecialFunction;9002085;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel6 DataUnit;9002086;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel6 Gain;9002087;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel6 Offset;9002088;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel6 SpecialFunction;9002089;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel7 DataUnit;9002090;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel7 Gain;9002091;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel7 Offset;9002092;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel7 SpecialFunction;9002093;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel8 DataUnit;9002094;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel8 Gain;9002095;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel8 Offset;9002096;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;AnalogOutputChannel8 SpecialFunction;9002097;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1167 PP2-BAYD-EAM-CA-A8 EL4008;ModuleAssignment;9002098;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel1 DataUnit;9002099;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel1 Gain;9002100;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel1 Offset;9002101;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel1 SpecialFunction;9002102;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel2 DataUnit;9002103;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel2 Gain;9002104;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel2 Offset;9002105;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel2 SpecialFunction;9002106;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel3 DataUnit;9002107;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel3 Gain;9002108;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel3 Offset;9002109;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel3 SpecialFunction;9002110;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel4 DataUnit;9002111;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel4 Gain;9002112;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel4 Offset;9002113;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel4 SpecialFunction;9002114;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel5 DataUnit;9002115;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel5 Gain;9002116;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel5 Offset;9002117;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel5 SpecialFunction;9002118;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel6 DataUnit;9002119;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel6 Gain;9002120;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel6 Offset;9002121;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel6 SpecialFunction;9002122;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel7 DataUnit;9002123;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel7 Gain;9002124;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel7 Offset;9002125;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel7 SpecialFunction;9002126;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel8 DataUnit;9002127;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel8 Gain;9002128;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel8 Offset;9002129;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;AnalogOutputChannel8 SpecialFunction;9002130;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1168 PP2-BAYD-EAM-CA-A10 EL4008;ModuleAssignment;9002131;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel1 DataUnit;9002132;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel1 Gain;9002133;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel1 Offset;9002134;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel1 SpecialFunction;9002135;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel2 DataUnit;9002136;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel2 Gain;9002137;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel2 Offset;9002138;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel2 SpecialFunction;9002139;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel3 DataUnit;9002140;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel3 Gain;9002141;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel3 Offset;9002142;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel3 SpecialFunction;9002143;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel4 DataUnit;9002144;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel4 Gain;9002145;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel4 Offset;9002146;F4;EquipmentConstant;;;False
